	xH	yH	xmaxH	ymaxH
530934	9.334950774574226	9.486950774574224	15.013049225425776	15.165049225425774
531097	11.450065071774162	12.689065071774163	11.810934928225837	13.049934928225838
531109	11.261227420161749	12.048227420161748	12.451772579838252	13.238772579838251
531119	9.819051179324951	11.85605117932495	12.64394882067505	14.680948820675049
531126	10.505973818829498	11.717973818829497	12.782026181170503	13.994026181170502
531202	8.51808192372965	8.74208192372965	15.75791807627035	15.98191807627035
531250	11.673175191200192	12.074175191200192	12.425824808799808	12.826824808799808
531408	10.573221823331046	11.366221823331049	13.133778176668951	13.926778176668954
531804	11.986050512799162	12.753050512799161	11.746949487200839	12.513949487200838
531807	12.051137389408453	12.476137389408454	12.023862610591546	12.448862610591547
531872	9.261053402768272	10.781053402768272	13.718946597231728	15.238946597231728
531919	8.905807443121772	9.12580744312177	15.37419255687823	15.594192556878228
531929	12.015638176581366	12.858638176581369	11.641361823418631	12.484361823418634
531982	10.607521766034415	10.885521766034417	13.614478233965583	13.892478233965585
532056	11.32811614652517	11.975116146525169	12.524883853474831	13.17188385347483
532308	9.34168579919118	11.709685799191183	12.790314200808817	15.15831420080882
532413	12.828766951082102	13.4847669510821	11.0152330489179	11.671233048917898
532426	10.980644177465347	12.266644177465345	12.233355822534655	13.519355822534653
532465	10.35272675368105	11.23372675368105	13.26627324631895	14.14727324631895
532491	10.13855905923977	10.70655905923977	13.79344094076023	14.36144094076023
532727	10.094634726794844	11.187634726794847	13.312365273205153	14.405365273205156
532757	9.142204304934914	9.795204304934916	14.704795695065084	15.357795695065086
532798	11.670202087507104	12.530202087507103	11.969797912492897	12.829797912492896
532806	10.390565634375108	12.165565634375106	12.334434365624894	14.109434365624892
532808	11.024176728310314	12.087176728310316	12.412823271689684	13.475823271689686
532856	10.560912943687526	10.667912943687526	13.832087056312474	13.939087056312474
532942	10.91072675368105	11.23372675368105	13.26627324631895	13.58927324631895
533005	13.093695700515305	13.498695700515306	11.001304299484694	11.406304299484695
533082	9.45221232861333	10.605212328613332	13.894787671386668	15.04778767138667
533085	10.201762910992912	10.464762910992913	14.035237089007087	14.298237089007088
533141	11.83327379883004	11.860273798830038	12.639726201169962	12.66672620116996
533143	10.695955014691156	11.872955014691156	12.627044985308844	13.804044985308844
533223	10.227317617783932	10.327317617783933	14.172682382216067	14.272682382216068
533270	12.70487432620033	13.284874326200327	11.215125673799673	11.79512567379967
533295	11.719423244588777	11.730423244588776	12.769576755411224	12.780576755411223
533337	10.175408738598621	10.274408738598622	14.225591261401378	14.324591261401379
533415	11.884555041092492	11.966555041092489	12.533444958907511	12.615444958907508
533560	10.505893489517502	11.7428934895175	12.7571065104825	13.994106510482498
533589	9.967094247349099	10.248094247349098	14.251905752650902	14.532905752650901
533637	12.101403668462117	12.253403668462115	12.246596331537885	12.398596331537883
533648	11.746227420161748	12.048227420161748	12.451772579838252	12.753772579838252
533747	9.547687749888949	10.18268774988895	14.31731225011105	14.952312250111051
534001	10.417661258570345	12.881661258570347	11.618338741429653	14.082338741429655
534009	11.50729715513371	12.422297155133709	12.077702844866291	12.99270284486629
534027	11.019868984903027	11.906868984903024	12.593131015096976	13.480131015096973
534168	12.46526122862455	13.51726122862455	10.98273877137545	12.03473877137545
534271	10.231004775006767	10.581004775006768	13.918995224993232	14.268995224993233
534433	7.922023584952695	11.003023584952695	13.496976415047305	16.577976415047303
534551	11.908002509498468	11.958002509498469	12.541997490501531	12.591997490501532
534568	11.401407078966717	11.701407078966717	12.798592921033283	13.098592921033283
534609	9.43763672305572	10.936636723055722	13.563363276944278	15.06236327694428
534638	9.992326988227001	10.478326988227002	14.021673011772998	14.507673011772999
534696	7.989467963509709	8.956467963509708	15.543532036490292	16.51053203649029
534726	11.396156267725589	12.512156267725588	11.987843732274412	13.103843732274411
534730	12.303641977769466	12.471641977769469	12.028358022230531	12.196358022230534
534881	10.883773694253014	12.927773694253014	11.572226305746986	13.616226305746986
534932	10.389849430242574	11.393849430242575	13.106150569757425	14.110150569757426
535034	11.446927093307279	13.061927093307277	11.438072906692723	13.053072906692721
535048	12.147456225572938	12.152456225572937	12.347543774427063	12.352543774427062
535122	8.889918789728664	10.353918789728667	14.146081210271333	15.610081210271336
535185	12.243464144056468	12.30646414405647	12.19353585594353	12.256535855943532
535192	11.485830791214102	11.851830791214102	12.648169208785898	13.014169208785898
535255	10.045240192654147	10.261240192654144	14.238759807345856	14.454759807345853
535376	10.432506789396053	10.984506789396052	13.515493210603948	14.067493210603947
535432	8.057915050434234	9.470915050434234	15.029084949565766	16.442084949565768
535727	10.420476432111805	13.303476432111808	11.196523567888192	14.079523567888195
535754	11.59427379883004	11.860273798830038	12.639726201169962	12.90572620116996
535777	10.36283367027791	11.291833670277912	13.208166329722088	14.13716632972209
535811	10.41110607028864	10.574106070288641	13.925893929711359	14.08889392971136
535877	11.769831469148333	13.391831469148332	11.108168530851668	12.730168530851667
535929	10.874284751312528	11.362284751312531	13.137715248687469	13.625715248687472
536016	10.653878701797321	11.923878701797321	12.576121298202679	13.846121298202679
536125	13.06592347602558	13.270923476025578	11.229076523974422	11.43407652397442
536139	11.922072113378366	12.183072113378365	12.316927886621635	12.577927886621634
536154	10.854893489517485	11.742893489517487	12.757106510482513	13.645106510482515
536155	10.50705485309901	11.747054853099009	12.752945146900991	13.99294514690099
536273	11.744756602529879	12.702756602529881	11.797243397470119	12.755243397470121
536277	10.241134562366973	12.494134562366973	12.005865437633027	14.258865437633027
536293	11.446498646639032	11.864498646639035	12.635501353360965	13.053501353360968
536440	10.373052043710372	11.55805204371037	12.94194795628963	14.126947956289628
536530	9.03137417221751	9.364374172217511	15.135625827782489	15.46862582778249
536542	8.430957307612239	8.711957307612238	15.788042692387762	16.06904269238776
536577	10.70913658746806	11.928136587468062	12.571863412531938	13.79086341253194
536592	11.467694201913394	11.525694201913398	12.974305798086602	13.032305798086606
536685	12.718714043251612	12.78971404325161	11.71028595674839	11.781285956748388
536696	12.024641977769486	12.471641977769485	12.028358022230515	12.475358022230514
536829	12.420507901227161	12.643507901227164	11.856492098772836	12.079492098772839
536838	11.558177399016158	12.218177399016158	12.281822600983842	12.941822600983842
536855	9.914165457100143	11.56616545710014	12.93383454289986	14.585834542899857
536872	9.50343944512709	11.081439445127092	13.418560554872908	14.99656055487291
536985	11.190504770078606	11.437504770078606	13.062495229921394	13.309495229921394
537016	10.030991636402858	10.457991636402857	14.042008363597143	14.469008363597142
537149	9.89977872249516	10.51577872249516	13.98422127750484	14.60022127750484
537204	11.230748294475209	12.288748294475212	12.211251705524788	13.269251705524791
537239	10.908649011855061	11.26464901185506	13.23535098814494	13.591350988144939
537333	10.783757942936282	13.03875794293628	11.46124205706372	13.716242057063718
537432	8.327799402001874	8.572799402001875	15.927200597998125	16.172200597998128
537568	9.324233908055728	12.539233908055728	11.960766091944272	15.175766091944272
537668	8.614139530067773	8.643139530067772	15.856860469932228	15.885860469932227
537685	12.968586893724275	13.117586893724276	11.382413106275724	11.531413106275725
537689	11.640835539222135	12.844835539222135	11.655164460777865	12.859164460777865
537696	11.022364368572505	12.566364368572506	11.933635631427494	13.477635631427495
537714	11.57472571963842	11.868725719638421	12.631274280361579	12.92527428036158
537735	10.318548607205528	11.505548607205526	12.994451392794474	14.181451392794472
537743	9.969875786190599	11.3308757861906	13.1691242138094	14.530124213809401
537837	12.595494393356596	13.029494393356597	11.470505606643403	11.904505606643404
537879	10.930775220575855	11.260775220575853	13.239224779424147	13.569224779424145
537960	11.050281412940954	12.035281412940954	12.464718587059046	13.449718587059046
538024	8.894995943244172	9.696995943244172	14.803004056755828	15.605004056755828
538092	10.166288429466153	11.574288429466154	12.925711570533846	14.333711570533847
538162	8.679153724176736	8.794153724176734	15.705846275823266	15.820846275823264
538182	10.15968579612905	11.983685796129052	12.516314203870948	14.34031420387095
538207	11.156560797074162	11.346560797074163	13.153439202925837	13.343439202925838
538314	10.911526710202283	11.501526710202283	12.998473289797717	13.588473289797717
538422	12.159702603687156	12.444702603687157	12.055297396312843	12.340297396312844
538562	12.922825833013093	13.29882583301309	11.20117416698691	11.577174166986907
538563	12.28587432620031	13.284874326200312	11.215125673799688	12.21412567379969
538618	11.292052043710372	11.55805204371037	12.94194795628963	13.207947956289628
538740	7.675969126391397	8.516969126391395	15.983030873608605	16.824030873608603
538751	12.888870074609304	13.126870074609307	11.373129925390693	11.611129925390696
538761	11.168634360101963	12.480634360101961	12.019365639898039	13.331365639898037
538781	11.86568579612905	11.983685796129052	12.516314203870948	12.63431420387095
538804	10.319505046290082	11.672505046290084	12.827494953709916	14.180494953709918
538806	11.233288429466171	11.574288429466169	12.925711570533831	13.266711570533829
538951	12.50917618967035	12.521176189670348	11.978823810329652	11.99082381032965
